machineID,datetime,time_in_cycles,voltmean_24h,rotatemean_24h,pressuremean_24h,vibrationmean_24h,voltsd_24h,rotatesd_24h,pressuresd_24h,vibrationsd_24h,voltmean_5d,rotatemean_5d,pressuremean_5d,vibrationmean_5d,voltsd_5d,rotatesd_5d,pressuresd_5d,vibrationsd_5d,error1,error2,error3,error4,error5,comp1,comp2,comp3,comp4,model,age,DI,RULWeek,failure,failed,RUL,RUL_I
35,5/22/2015,138,162.8715486,475.98947,101.2003114,40.31364252,12.21547253,38.89244128,13.41882487,4.112410225,176.7805096,454.4848612,99.12965699,40.38985181,9.980883975,14.56536088,2.491797807,0.98131577,0,0,0,0,0,0,0,0,0,model1,17,2.595673846,1,none,0,1,59
35,5/23/2015,139,170.0052437,446.0098495,126.825647,40.19646161,15.14563129,57.68032018,9.717234564,5.726403725,176.4262943,455.1113843,104.7713634,40.61811497,10.23116754,13.99754544,12.57474785,0.679588444,0,0,0,0,0,0,0,0,0,model1,17,2.478596091,1,none,0,2,58
35,5/24/2015,140,172.6157838,450.6743156,123.542643,39.54229279,13.52604982,51.82420165,12.68906748,6.362553883,173.9801977,455.1780265,110.2973677,40.41811881,9.116115794,13.96992229,13.72677259,0.836512244,0,0,0,0,0,0,0,0,0,model1,17,2.366799124,1,none,0,3,57
35,5/25/2015,141,173.748808,445.7128343,103.0287171,37.49946557,15.98657902,37.85053189,11.02896139,4.836813417,171.2300461,456.0855352,110.4975101,39.87227695,5.288615755,12.94247184,13.58259718,1.564603941,0,0,0,0,0,0,0,0,0,model1,17,2.260044753,1,none,0,4,56
35,5/26/2015,142,172.0046986,431.9638895,99.94376301,41.61594793,14.7757003,47.5724997,8.602737567,5.28080768,170.2492165,450.0700718,110.9082163,39.83356208,4.342205834,16.08947695,13.12957061,1.505981151,0,0,0,0,0,0,0,0,0,model1,17,2.158105534,1,none,0,5,55
35,5/27/2015,143,185.5086093,448.0621653,101.1655501,38.72407884,18.60301982,46.32128934,8.552175357,5.48131134,174.7766287,444.4846108,110.9012641,39.51564935,6.151235345,7.275209454,13.13600379,1.546532428,0,0,0,0,0,0,0,0,0,model1,17,2.060764279,1,none,0,6,54
35,5/28/2015,144,186.5884111,470.8840831,100.7616533,41.70241506,19.75994149,59.43145797,8.16066291,4.492566498,178.0932622,449.4594576,105.6884653,39.81684004,7.299016811,13.98727076,10.04462249,1.832478511,0,0,0,0,0,0,0,0,0,model1,17,1.967813597,1,none,0,7,53
35,5/29/2015,145,180.6009117,450.379767,98.10839235,38.74542346,13.34802335,55.45836302,12.38015479,4.677255483,179.6902877,449.4005478,100.6016152,39.65746617,6.645217616,13.98149411,1.79467186,1.895881532,0,0,0,0,0,0,0,0,0,model1,17,1.879055451,2,none,0,8,52
35,5/30/2015,146,169.0493952,460.5997963,96.7148399,38.80578794,16.49656707,44.86418476,8.745321676,3.885227188,178.7504052,452.3779402,99.33883975,39.91873065,7.908005214,14.57247678,1.879266982,1.589383585,0,0,0,0,0,0,0,0,0,model1,17,1.794300737,2,none,0,9,51
35,5/31/2015,147,172.8062012,460.304826,104.1589866,40.41102692,13.84868938,49.37272408,9.510573806,4.835825898,178.9107057,458.0461275,100.1818845,39.67774645,7.743492562,9.149981297,2.891402725,1.339403125,0,0,0,0,0,0,0,0,0,model1,17,1.713368881,2,none,0,10,50
35,6/1/2015,148,168.4996136,430.3733172,97.88573161,39.78872958,16.99211519,37.62678012,7.473456658,4.200994349,175.5089066,454.5083579,99.52592075,39.89067659,7.855635351,15.31677588,2.983040256,1.230055085,1,0,0,0,0,0,0,0,0,model1,17,1.636087453,2,none,0,11,49
35,6/2/2015,149,170.4856117,444.0996702,100.4262932,38.64854264,15.93882859,55.88966814,10.90978004,4.523916238,172.2883467,449.1514753,99.45884872,39.27990211,4.936143957,12.60069386,2.951917124,0.78221084,0,0,0,0,0,0,0,0,0,model1,17,1.562291801,2,none,0,12,48
35,6/3/2015,150,169.8686165,448.4380606,102.7022081,40.99089187,12.1285678,51.19297677,9.810725869,5.512817321,170.1418876,448.7631341,100.3776119,39.72899579,1.671974433,12.58328413,3.135692814,1.010050498,0,0,0,0,0,0,0,0,0,model1,17,1.491824698,2,none,0,13,47
35,6/4/2015,151,170.4238004,458.3557603,97.90692868,39.74022291,15.78410166,54.58367978,10.21245639,5.793179937,170.4167687,448.3143269,100.6160296,39.91588279,1.556448769,12.08574496,2.816666449,0.873783098,0,0,0,0,0,0,0,0,0,model1,17,1.42453601,2,none,0,14,46
35,6/5/2015,152,176.9025089,455.2400414,101.3220571,39.55289868,17.19780372,46.65746646,6.773428892,4.371503229,171.2360302,447.30137,100.0486437,39.74425714,3.266864788,10.99231514,2.125484442,0.835658503,0,0,0,0,0,15,0,15,0,model1,17,1.360282376,3,none,0,15,45
35,6/6/2015,153,171.5877606,445.4209542,99.84710158,40.76619723,15.01046175,61.20089561,10.59150644,5.718537538,171.8536596,450.3108974,100.4409177,39.93975067,2.890416509,6.225244688,1.779309732,0.954541211,0,0,0,0,0,0,0,0,0,model1,17,1.298926899,3,none,0,16,44
35,6/7/2015,154,171.1029001,461.0990746,98.66940681,39.47360218,17.67095515,46.03842243,8.96069567,5.264014923,171.9771173,453.7107782,100.0895404,40.10476257,2.829925179,6.614834857,1.948363386,0.71737844,0,0,0,0,0,0,0,0,0,model1,17,1.240338859,3,none,0,17,43
35,6/8/2015,155,169.1452449,463.2294929,102.3787566,40.33538001,14.88408392,45.8375379,9.977367117,6.465656102,171.832443,456.6690647,100.0248501,39.9736602,2.97921879,6.965472805,1.842419189,0.556899323,0,1,0,0,0,0,0,0,0,model1,17,1.184393429,3,none,0,18,42
35,6/9/2015,156,168.4394036,445.6859432,101.6071712,39.99098722,12.25837874,43.12778384,11.38635552,4.988361848,171.4355636,454.1351012,100.7648986,40.02381306,3.325802695,8.362870438,1.488104789,0.541705208,1,0,0,0,0,0,0,0,0,model1,17,1.130971415,3,none,0,19,41
35,6/10/2015,157,170.1857576,429.6347117,97.01804468,41.34326093,14.22515265,48.13948581,8.50512824,5.324979735,170.0922134,449.0140353,99.90409617,40.38188551,1.312957437,13.67179597,2.17263711,0.716219421,0,0,0,0,0,0,0,0,0,model1,17,1.079958999,3,none,0,20,40
35,6/11/2015,158,173.8853836,447.2461637,99.72296426,39.16955986,15.03933835,49.59431289,10.77169452,4.001530264,170.551738,449.3790772,99.8792687,40.06255804,2.120795463,13.57590587,2.174159977,0.846178004,0,0,0,0,0,0,0,0,0,model1,17,1.031247496,3,none,0,21,39
