machineID,datetime,time_in_cycles,voltmean_24h,rotatemean_24h,pressuremean_24h,vibrationmean_24h,voltsd_24h,rotatesd_24h,pressuresd_24h,vibrationsd_24h,voltmean_5d,rotatemean_5d,pressuremean_5d,vibrationmean_5d,voltsd_5d,rotatesd_5d,pressuresd_5d,vibrationsd_5d,error1,error2,error3,error4,error5,comp1,comp2,comp3,comp4,model,age,DI,RULWeek,failure,failed,RUL,RUL_I
71,6/26/2015,174,171.60941,457.2299076,100.2541135,37.83334391,12.65710787,35.96943019,9.530743003,5.019495656,171.0358121,417.9786701,111.4195357,39.25292668,2.335833699,35.55869413,11.82002379,1.436208308,0,0,0,0,0,0,0,0,0,model2,18,2.576491453,1,none,0,1,29
71,6/27/2015,175,167.9597166,445.0560578,101.3898397,39.01548677,12.21826097,56.42437937,11.13348641,5.241295684,169.8093031,418.1347557,111.8547919,39.17106864,1.898903213,35.70439728,11.2862033,1.435628669,0,0,0,0,0,0,0,0,0,model2,18,2.442097113,1,none,0,2,28
71,6/28/2015,176,176.8931027,463.3719779,103.4241096,38.26269844,17.23335815,45.64809592,7.741202943,5.204567883,170.8990021,427.3795497,108.2635369,39.25830449,3.741393813,40.97962134,10.31221928,1.343818384,0,1,0,0,0,0,0,0,0,model2,18,2.31471302,1,none,0,3,27
71,6/29/2015,177,172.3366623,445.2508937,97.75452568,39.82100025,10.36946023,49.63982396,13.30342058,4.529503661,171.2862772,443.1283741,102.8034107,38.99533756,3.776915098,22.86416399,5.118188107,0.957749885,0,0,0,0,0,0,0,0,0,model2,18,2.193973505,1,none,0,4,26
71,6/30/2015,178,172.5084618,456.0613502,98.79814974,39.85453749,12.80781817,46.54166056,9.302709773,5.316911613,172.2614707,453.3940374,100.3241477,38.95741337,3.179974265,8.019046843,2.218219736,0.908315403,0,0,0,0,0,0,0,0,0,model2,18,2.079531977,1,none,0,5,25
71,7/1/2015,179,173.5455028,434.5452736,96.91269998,39.74505558,14.33535759,57.78103846,9.867406158,4.790084715,172.6486892,448.8571107,99.65586495,39.33975571,3.198546924,11.12276857,2.696389101,0.69391413,0,0,0,0,0,0,0,0,0,model2,18,1.97105992,1,none,0,6,24
71,7/2/2015,180,166.7112087,455.9052149,101.3340159,40.07061263,17.30846783,62.25411436,8.51897543,4.506632197,172.3989877,451.0269421,99.64470018,39.55078088,3.670090794,11.25334229,2.687515378,0.730138799,0,0,0,0,0,0,0,0,0,model2,18,1.868245957,1,none,0,7,23
71,7/3/2015,181,169.468402,462.2186347,101.241619,40.38938774,10.9608192,37.7670397,10.80378915,5.724803801,170.9140475,450.7962734,99.20820206,39.97611874,2.794829679,10.94462064,2.012741698,0.260746184,0,0,0,0,0,0,0,0,0,model2,18,1.770794952,2,none,0,8,22
71,7/4/2015,182,160.6768297,452.4429556,103.2746907,39.01486764,14.52813396,51.83852309,7.930188318,4.687834535,168.582081,452.2346858,100.3122351,39.81489222,5.167948046,10.49707172,2.476551389,0.510373945,0,0,0,0,0,0,0,0,0,model2,18,1.678427164,2,none,0,9,21
71,7/5/2015,183,170.9504838,458.5013425,100.3748848,39.72864765,17.53963855,51.73932531,10.85440787,4.836207833,168.2704854,452.7226843,100.6275821,39.78971425,4.912691597,10.7725458,2.331709623,0.511033996,0,0,0,0,0,0,0,0,0,model2,18,1.590877442,2,none,0,10,20
71,7/6/2015,184,168.7946905,438.358767,100.3637252,41.32944117,15.14011644,58.01706022,8.257937132,2.501977499,167.3203229,453.4853829,101.3177871,40.10659137,4.014756957,9.181316467,1.186890426,0.853131297,0,0,0,0,0,0,0,0,0,model2,18,1.507894468,2,none,0,11,19
71,7/7/2015,185,173.3131703,449.585152,116.6771372,40.41185997,20.02703448,39.66639423,16.97969108,6.145408124,168.6407153,452.2213704,104.3864114,40.17484083,4.777528492,9.199916627,6.972480412,0.863124635,0,0,0,0,0,0,0,0,0,model2,18,1.429240032,2,none,0,12,18
71,7/8/2015,186,169.9656047,442.2116178,121.006082,40.87632793,17.81228109,46.70895784,10.8694482,5.42408578,168.7401558,448.219967,108.339304,40.27222887,4.804163261,8.0428162,9.780834128,0.919044091,0,0,0,1,0,0,0,0,0,model2,18,1.354688351,2,none,0,13,17
71,7/9/2015,187,167.7197322,450.4353847,107.5115217,39.06966978,13.16756704,38.59876477,15.23300703,5.552087032,170.1487363,447.8184528,109.1866702,40.2831893,2.146129071,7.826492579,9.408820773,0.90043859,0,0,0,0,0,0,0,0,0,model2,18,1.284025417,2,none,0,14,16
71,7/10/2015,188,169.0636077,460.2692709,100.8398891,40.18689305,12.95531474,46.94858222,11.42768998,5.343912249,169.7713611,448.1720385,109.279671,40.37483838,2.13577414,8.445258583,9.301634,0.851897496,0,0,0,0,0,15,0,15,0,model2,18,1.217048386,3,none,0,15,15
71,7/11/2015,189,169.9036621,438.4015155,102.5808212,38.76636129,14.04163261,51.50125666,9.115490292,4.520199511,169.9931554,448.1805882,109.7230902,39.8622224,2.065416375,8.432852824,8.810206825,0.903461919,0,0,0,0,0,0,0,0,0,model2,18,1.153564995,3,none,0,16,14
71,7/12/2015,190,167.8043535,445.0345308,97.44466376,43.31164364,15.64271676,47.09195895,6.144652261,5.959035557,168.891392,447.2704639,105.8765956,40.44217914,1.091183011,8.488746579,9.204650431,1.815188016,0,1,0,0,0,0,0,0,0,model2,18,1.09339301,3,none,0,17,13
71,7/13/2015,191,169.8625005,443.0180395,98.83879044,50.58434004,17.71152397,58.1760945,10.96845127,4.291929183,168.8707712,447.4317483,101.4431372,42.38378156,1.066502958,8.37550596,3.913244689,4.924567821,0,0,0,0,0,0,0,0,0,model2,18,1.036359701,3,none,0,18,12
71,7/14/2015,192,165.8598702,441.4768764,98.30274249,46.48298877,16.26543135,37.47343791,13.70448874,7.693517625,168.4987988,445.6400466,99.60138139,43.86644536,1.702830816,8.529127934,2.081489945,4.791507488,0,0,0,0,0,0,0,0,0,model2,18,0.982301351,3,none,0,19,11
71,7/15/2015,193,169.0795739,461.2180089,95.78675134,40.69160237,14.45945801,55.27761845,9.294124935,4.385294033,168.501992,445.8297942,98.59075384,43.96738722,1.704169211,8.936760827,2.512024203,4.699035873,0,0,0,0,0,0,0,0,0,model2,18,0.93106278,3,none,0,20,10
71,7/16/2015,194,166.9751247,438.8891711,99.76637202,40.4661142,15.66302976,43.33147961,11.08582383,5.001110654,167.9162846,445.9273253,98.02786401,44.3073378,1.602197656,8.837535565,1.509824365,4.270660445,0,0,0,0,0,0,0,0,0,model2,18,0.882496903,3,none,0,21,9
71,7/17/2015,195,168.2782884,438.4594445,99.60787081,41.18894007,14.02722364,50.86071417,10.46297217,5.776101889,168.0110715,444.6123081,98.46050542,43.88279709,1.607929154,9.470136608,1.607691238,4.494051236,0,0,0,0,0,0,0,0,0,model2,18,0.836464307,4,none,0,22,8
71,7/18/2015,196,168.5391336,440.3430531,99.96966428,39.48336303,16.49695125,52.91110803,10.91949381,5.655667945,167.7463982,444.0773108,98.68668019,41.66260169,1.307912923,9.65644454,1.747667749,2.765139691,0,0,0,0,0,0,0,0,0,model2,18,0.792832853,4,none,0,23,7
71,7/19/2015,197,171.978601,442.4951666,99.23997526,38.40071335,14.28128948,48.53871108,9.868968593,5.465761915,168.9701443,444.2809688,98.87412674,40.0461466,1.851170192,9.5984533,1.746454728,1.109407363,0,0,0,0,0,0,0,0,0,model2,18,0.751477293,4,none,0,24,6
71,7/20/2015,198,181.8393413,443.3100007,99.35446237,42.71681143,20.72566431,44.62093303,8.314096105,4.919954872,171.5220978,440.6993672,99.58766895,40.45118841,6.057005179,2.148332292,0.297295959,1.644588239,0,0,0,0,0,0,0,0,0,model2,18,0.712278912,4,none,0,25,5
71,7/21/2015,199,188.1687626,440.311271,101.9035475,41.16510239,12.54733066,52.87175688,9.289657816,4.912742902,175.7608254,440.9837872,100.015104,40.59098605,8.850871075,1.932010705,1.092176103,1.675590597,0,0,0,0,0,0,0,0,0,model2,18,0.675125187,4,none,0,26,4
