machineID,datetime,time_in_cycles,voltmean_24h,rotatemean_24h,pressuremean_24h,vibrationmean_24h,voltsd_24h,rotatesd_24h,pressuresd_24h,vibrationsd_24h,voltmean_5d,rotatemean_5d,pressuremean_5d,vibrationmean_5d,voltsd_5d,rotatesd_5d,pressuresd_5d,vibrationsd_5d,error1,error2,error3,error4,error5,comp1,comp2,comp3,comp4,model,age,DI,RULWeek,failure,failed,RUL,RUL_I
28,8/15/2015,223,171.9572762,451.065606,100.6855698,41.26442547,16.56465326,57.58484903,9.122852941,5.183700572,177.685375,420.5511539,100.498575,40.36535541,9.627520963,36.52334667,1.915428586,0.677628119,0,0,0,0,0,0,0,0,0,model4,1,2.680476019,1,none,0,1,134
28,8/16/2015,224,171.7975876,438.1515821,99.80574838,40.81292297,15.94444871,64.33130741,8.69602413,4.472667673,178.193533,417.6801967,100.2303601,40.45972995,9.125385425,33.84984037,1.895755407,0.705675684,0,0,0,0,0,0,0,0,0,model4,1,2.643196012,1,none,0,2,133
28,8/17/2015,225,174.4695156,439.8054578,101.7318989,41.1595863,15.36813206,59.77632655,7.053867771,5.128787007,175.4196151,418.9120402,100.6074237,40.61697828,7.168563495,34.678063,1.985699008,0.76658561,0,0,0,0,0,0,0,0,0,model4,1,2.606434494,1,none,0,3,132
28,8/18/2015,226,172.326519,460.0507927,98.01965538,39.8948823,16.99180997,44.71486685,9.434755983,4.813195583,172.2813481,437.0407257,100.6549101,40.49818912,1.338023846,24.5393058,1.902335015,0.834424921,0,0,0,0,0,0,0,0,0,model4,1,2.570184255,1,none,0,4,131
28,8/19/2015,227,163.2506975,469.0955776,96.91155926,38.76877392,13.34025712,55.38288739,8.891638692,4.714676217,170.7603192,451.6338032,99.43088635,40.38011819,4.333421568,13.2075941,1.958825719,1.04985405,0,0,0,0,0,0,0,0,0,model4,1,2.534438184,1,none,0,5,130
28,8/20/2015,228,165.9637891,457.9420849,101.2114171,40.38039345,11.76568967,48.6973303,10.76479486,4.685875393,169.5616218,453.009099,99.5360558,40.20331179,4.73032205,13.48866696,2.05479614,0.931460183,0,0,0,0,0,0,0,0,0,model4,1,2.499189268,1,none,0,6,129
28,8/21/2015,229,168.0242664,440.7012399,101.4512175,38.81738247,14.13666038,44.20472149,8.563368179,5.144633361,168.8069575,453.5190306,99.86514963,39.80420369,4.583124329,12.8180925,2.232842659,1.027522531,0,0,0,0,0,0,0,0,0,model4,1,2.464430594,1,none,0,7,128
28,8/22/2015,230,174.0143394,450.0513799,96.73639005,39.84745108,15.86858513,52.64588281,9.774930466,4.746899568,168.7159223,455.568215,98.86604786,39.54177664,4.444967375,10.72591161,2.305195612,0.714786464,0,0,0,0,0,0,0,0,0,model4,1,2.430155342,2,none,0,8,127
28,8/23/2015,231,171.3501436,441.8337944,100.9830843,40.08802731,18.75464441,45.52469249,9.607761098,5.172795449,168.5206472,451.9248153,99.45873365,39.58040565,4.264475087,11.85695701,2.411679301,0.743290646,0,0,0,0,0,0,0,0,0,model4,1,2.39635679,2,none,0,9,126
28,8/24/2015,232,167.6834446,437.0301481,97.95849212,40.42831526,14.91214048,47.4365587,8.293604065,5.217449689,169.4071966,445.5117294,99.66812022,39.91231391,3.230390058,8.42210486,2.168421189,0.6556129,0,0,1,0,0,0,0,0,0,model4,1,2.363028307,2,none,0,10,125
28,8/25/2015,233,164.8959885,460.7762198,100.3707939,38.95653405,14.76388465,37.673293,11.4299848,4.247209474,169.1936365,446.0785564,99.4999956,39.62754203,3.535802014,9.494891587,2.048100192,0.708564513,0,0,0,0,0,0,0,0,0,model4,1,2.330163357,2,none,0,11,124
28,8/26/2015,234,174.4406174,471.1982153,101.4964114,41.82086452,10.82220801,55.26661405,8.922133766,4.809618095,170.4769067,452.1779515,99.50903436,40.22823844,4.121196845,13.934494,2.058935281,1.043836529,0,0,0,0,0,0,0,0,0,model4,1,2.297755491,2,none,0,12,123
28,8/27/2015,235,174.9510684,451.5791819,102.4415946,41.49554601,17.94266492,53.52829728,8.171735095,4.32913573,170.6642525,452.4835119,100.6500753,40.55785743,4.337806316,13.89289274,1.685180944,1.14849955,0,0,0,0,0,0,0,0,0,model4,1,2.265798354,2,none,0,13,122
28,8/28/2015,236,193.0812915,437.307464,100.4238962,40.14040888,13.62181639,54.0037156,10.96277369,6.105398856,175.0104821,451.5782458,100.5382376,40.56833374,10.98716169,14.87319981,1.676086433,1.143369915,0,0,0,0,0,0,0,0,0,model4,1,2.234285675,2,none,0,14,121
28,8/29/2015,237,184.5149171,441.4704313,97.87375117,38.58068463,17.01326366,52.60379653,9.469032244,4.967919359,178.3767766,452.4663024,100.5212895,40.19880762,10.75709071,13.88727685,1.70880279,1.455813781,0,0,0,0,0,0,0,0,0,model4,1,2.203211275,3,none,0,15,120
28,8/30/2015,238,168.4954436,460.4011307,101.6990102,41.34488026,15.58064713,41.66360425,12.99274,3.781363766,179.0966676,452.3912846,100.7869327,40.67647686,9.697652829,13.83206843,1.78126174,1.332945462,0,0,0,0,0,0,0,0,0,model4,1,2.172569056,3,none,0,16,119
28,8/31/2015,239,168.7556713,456.7214367,96.53604453,39.49362779,14.73339818,56.71581627,9.294101041,5.097630474,177.9596784,449.4959289,99.79485934,40.21102952,10.66503119,9.85442313,2.516804327,1.236252106,0,0,0,0,0,0,0,0,0,model4,1,2.142353009,3,none,0,17,118
28,9/1/2015,240,166.5226124,450.565639,97.60568065,37.49305648,14.25089691,57.53752038,9.503391613,5.050456412,176.2739872,449.2932203,98.82767655,39.41053161,11.85873657,9.811186266,2.147515959,1.470262511,0,0,0,0,0,0,0,0,0,model4,1,2.112557206,3,none,0,18,117
28,9/2/2015,241,170.2263427,451.642266,95.28096084,40.15817975,15.69147502,44.1667245,10.65112104,5.376112842,171.7029974,452.1601807,97.79908949,39.41408578,7.282467276,7.172862988,2.40772806,1.472487789,0,0,0,0,0,0,0,0,0,model4,1,2.083175803,3,none,0,19,116
28,9/3/2015,242,170.3454379,438.6071747,101.2697559,39.46826795,21.0823628,65.71266489,9.12398151,4.847647815,168.8691016,451.5875294,98.47829043,39.59160245,1.555648648,8.27002774,2.868884752,1.398543756,0,0,0,0,0,0,0,0,0,model4,1,2.054203035,3,none,0,20,115
28,9/4/2015,243,173.4243603,432.6473849,101.2632081,41.78730084,18.32179379,46.3316874,11.63203215,5.434024453,169.8548849,446.0367803,98.39113,39.68008656,2.521511864,10.00710826,2.750761016,1.543669306,0,0,0,0,0,0,0,0,0,model4,1,2.02563322,3,none,0,21,114
28,9/5/2015,244,166.3531271,437.1320116,99.62706081,38.26396087,14.0844989,47.28013139,7.716800428,4.345019407,169.3743761,442.1188952,99.00933326,39.43415318,2.972022958,8.499305407,2.57109175,1.673311737,0,0,0,0,0,0,0,0,0,model4,1,1.997460754,4,none,0,22,113
28,9/6/2015,245,170.3753584,461.876728,97.70727687,39.28737319,11.97050001,49.59128066,8.685731969,4.04904184,170.1449253,444.381113,99.0296525,39.79301652,2.511591171,12.06636958,2.557591493,1.304766468,0,0,0,0,0,0,0,0,0,model4,1,1.969680109,4,none,0,23,112
28,9/7/2015,246,168.4576318,455.0795414,101.8901834,40.25624286,17.18321493,66.47003875,8.039214752,5.426257466,169.7911831,445.0685681,100.351497,39.81262914,2.619495356,12.66647301,1.699902959,1.312342688,0,1,0,0,0,0,0,0,0,model4,1,1.942285838,4,none,0,24,111
28,9/8/2015,247,171.4982748,458.423493,99.21079315,39.25041686,16.02720796,42.64715887,9.128073452,5.136616799,170.0217505,449.0318318,99.93970447,39.76905892,2.72892748,13.22710545,1.670989285,1.330129649,0,0,0,0,0,0,0,0,0,model4,1,1.915272565,4,none,0,25,110
28,9/9/2015,248,165.6389445,460.3006569,98.45023602,40.26218822,12.11696925,47.21260204,11.38267121,5.450264364,168.4646673,454.5624862,99.37711005,39.4640364,2.514799968,10.06753325,1.585332198,0.833915746,0,1,0,0,0,0,0,0,0,model4,1,1.888634992,4,none,0,26,109
28,9/10/2015,249,172.2379447,434.4448872,96.8917734,39.98871252,15.8696696,45.88957675,9.057886112,6.086986909,169.6416308,454.0250613,98.83005257,39.80898673,2.652813593,11.23469092,1.915148568,0.50542358,0,0,0,0,0,0,0,0,0,model4,1,1.862367894,4,none,0,27,108
28,9/11/2015,250,168.5275027,466.1392684,100.4874576,45.89122442,13.93942391,45.81275667,10.64171952,7.038195103,169.2720597,454.8775694,99.3860887,41.12975697,2.653756351,12.10727688,1.911260137,2.693565317,0,0,0,0,0,0,0,0,0,model4,1,1.836466119,4,none,0,28,107
28,9/12/2015,251,176.68395,455.2563901,100.3025385,48.92844792,15.2764971,45.35011982,11.43180808,4.96896282,170.9173233,454.9129391,99.06855973,42.86419799,4.150543742,12.1082727,1.472831287,4.302217505,0,0,0,0,0,0,0,0,0,model4,1,1.810924584,5,none,0,29,106
28,9/13/2015,252,167.4402658,442.5634344,101.7186207,42.39159852,15.03283411,50.46337347,8.304066887,6.656304858,170.1057215,451.7409274,99.57012523,43.49243432,4.397925386,13.0030675,1.898794411,3.847948596,0,0,0,0,0,0,0,0,30,model4,1,1.785738281,5,none,0,30,105
28,9/14/2015,253,167.6089692,454.5231735,103.6265729,39.91544624,16.57709536,40.1914555,9.040788858,4.79916914,170.4997265,450.5854307,100.6053926,43.42308592,3.964608022,12.28937671,2.462894846,3.923109144,0,0,0,0,0,0,0,0,0,model4,1,1.760902269,5,none,0,31,104
28,9/15/2015,254,168.4002366,458.1553833,98.92719039,40.96858508,16.42799958,41.60066608,9.248220679,4.511351793,169.7321849,455.3275299,101.012476,43.61906044,3.915141165,8.492123262,1.764951463,3.728296027,0,0,0,0,0,0,0,0,0,model4,1,1.736411675,5,none,0,32,103
28,9/16/2015,255,172.542354,444.6727335,97.64225961,40.07939226,15.20584802,54.02014378,10.40002761,5.719228131,170.5351551,451.034223,100.4434364,42.456694,4.016693502,6.945019869,2.341148149,3.74872672,0,0,0,0,0,0,0,0,0,model4,1,1.712261696,5,none,0,33,102
28,9/17/2015,256,172.6206249,368.0406454,100.5659777,40.80091239,15.32617242,51.38875535,13.45782854,7.169841523,169.7224901,433.591074,100.4961243,40.8311869,2.63508494,37.22137557,2.340148645,0.982147565,0,0,0,0,0,0,0,0,0,model4,1,1.688447595,5,none,0,34,101
28,9/18/2015,257,168.4973714,387.8526155,99.55004598,51.65588159,16.13380152,46.31831785,10.95594345,6.316756293,169.9339112,422.6489103,100.0624093,42.68404351,2.441493604,41.69703765,2.256391261,5.03567766,0,0,0,0,0,0,0,0,0,model4,1,1.664964699,5,none,0,35,100
28,9/19/2015,258,168.9006653,422.0988849,99.75189396,49.09836319,16.9395578,55.81684642,12.92080843,6.299427954,170.1922504,416.1640525,99.28747352,44.5206269,2.189298402,37.84388579,1.090382535,5.432434338,0,0,0,0,0,0,0,0,0,model4,1,1.641808403,6,none,0,36,99
28,9/20/2015,259,166.4638007,447.8610268,100.6786188,40.45158244,19.47039866,39.83835226,9.022495892,4.974746568,169.8049632,414.1051812,99.6377592,44.41722638,2.697785082,35.17410384,1.219397107,5.521141972,0,0,0,0,0,0,0,0,0,model4,1,1.618974165,6,none,0,37,98
28,9/21/2015,260,166.5991143,447.8733303,99.84339052,41.11859769,16.08779865,49.5719719,7.447739413,4.703715519,168.6163153,414.7453006,100.0779854,44.62506746,2.491581681,35.891274,0.509653644,5.333389904,0,0,0,0,0,0,0,0,0,model4,1,1.596457504,6,none,0,38,97
28,9/22/2015,261,173.7547693,456.5339778,97.77953916,39.02199205,18.08416257,47.50072255,7.939801896,5.855689207,168.8431442,432.443967,99.52069768,44.26928339,2.955667198,28.06906194,1.064290611,5.699069487,0,0,0,0,0,0,0,0,0,model4,1,1.574254005,6,none,0,39,96
28,9/23/2015,262,168.9005665,452.1948291,97.56126077,39.97874206,11.66463207,55.69147075,6.92220782,5.925533409,168.9237832,445.3124098,99.12294064,41.93385549,2.949368559,13.46488753,1.376438919,4.07717324,0,0,0,0,0,0,0,0,0,model4,1,1.552359312,6,none,0,40,95
28,9/24/2015,263,175.1133217,442.9255351,99.55217002,38.81216645,13.05787123,51.44529401,11.58378371,4.839048208,170.1663145,449.4777398,99.08299585,39.87661614,4.043066035,5.130602954,1.356375136,0.967854536,0,0,0,0,0,0,0,0,0,model4,1,1.53076913,6,none,0,41,94
28,9/25/2015,264,164.0404453,445.7663932,97.79534237,41.60477458,15.78987162,40.97741245,10.39906109,4.503265036,169.6816434,449.0588131,98.50634057,40.10725456,4.691179655,5.375294908,1.096402797,1.23864286,0,0,0,0,0,0,0,0,0,model4,1,1.509479223,6,none,0,42,93
28,9/26/2015,265,174.8641834,448.2345836,97.38918188,39.55115496,14.03737911,56.61300137,8.078645403,3.707317954,171.3346572,449.1310637,98.01549884,39.79376602,4.788609607,5.357776248,0.875229873,1.11040545,0,0,0,0,0,0,0,0,0,model4,1,1.488485416,7,none,0,43,92
28,9/27/2015,266,164.4319368,435.806202,101.1701683,38.20987727,15.91986808,51.12123856,11.40844376,4.580282399,169.4700907,444.9855086,98.69362467,39.63134306,5.388197613,6.157185461,1.632566903,1.295488659,0,0,0,0,0,0,0,0,0,model4,1,1.46778359,7,none,0,44,91
28,9/28/2015,267,167.7161542,422.6175884,100.3364652,40.49499564,14.93785629,51.07905212,12.64511592,5.047869763,169.2332083,439.0700605,99.24866556,39.73459378,5.445228713,10.30813574,1.623069918,1.349543407,0,0,0,0,1,0,0,0,45,model4,1,1.447369686,7,none,0,45,90
28,9/29/2015,268,169.0010816,453.476152,98.64483591,39.9485809,18.77119233,43.78988353,11.02773986,6.193795751,168.0107603,441.1801838,99.06719874,39.96187667,4.376308842,12.2008026,1.631354353,1.247166827,0,0,0,0,0,0,0,0,0,model4,1,1.427239697,7,none,0,46,89
28,9/30/2015,269,165.8744408,448.8730623,97.02259295,39.88564681,15.53479889,43.0590713,9.09653766,4.359178084,168.3775594,441.8015177,98.91264886,39.61805112,4.022936381,12.56637497,1.808910859,0.856930243,0,0,0,0,0,0,0,0,0,model4,1,1.407389676,7,none,0,47,88
28,10/1/2015,270,166.0709843,441.1579913,99.33008025,41.8943872,14.77094277,43.36916586,9.0388568,4.568849409,166.6189195,440.3861992,99.30082853,40.08669756,1.768897643,12.04854013,1.595972589,1.324424512,0,0,0,0,0,0,0,0,0,model4,1,1.387815728,7,none,0,48,87
28,10/2/2015,271,173.9999774,453.9210306,101.0022293,39.25338952,14.42129142,49.89959206,7.87706559,4.858654739,168.5325277,444.0091649,99.26724073,40.29540001,3.312990984,13.01206326,1.547837732,0.99631389,0,0,0,0,0,0,0,0,0,model4,1,1.368514014,7,none,0,49,86
28,10/3/2015,272,180.8425298,439.1854117,98.10340067,40.16884374,15.05586933,58.85854821,9.788089152,4.702083201,171.1578028,447.3227296,98.82062782,40.23016963,6.330738023,6.856122375,1.4830015,0.99063976,0,0,0,0,0,0,0,0,0,model4,1,1.349480749,8,none,0,50,85
28,10/4/2015,273,189.1273537,445.2023019,97.58165329,40.12113624,15.81714539,57.29788436,11.87516029,5.091785856,175.1830572,445.6679596,98.60799129,40.2646807,9.96936462,5.936453966,1.5870773,0.981339586,0,0,0,0,0,0,0,0,0,model4,1,1.330712197,8,none,0,51,84
28,10/5/2015,274,183.9156468,434.4495082,99.86226211,41.95706941,15.60042557,49.37356825,10.93201748,3.481901178,178.7912984,442.7832487,99.17592512,40.67896522,8.973066396,7.330401212,1.371333348,1.195247262,0,0,0,0,0,0,0,0,0,model4,1,1.312204679,8,none,0,52,83
28,10/6/2015,275,167.6222209,456.9088307,99.77008568,41.64723827,16.11284679,46.59612198,10.66625391,7.127453893,179.1015457,445.9334166,99.26392621,40.62953544,8.433924312,9.515933264,1.397565974,1.136062242,0,0,0,0,0,0,0,0,0,model4,1,1.293954562,8,none,0,53,82
28,10/7/2015,276,168.4784057,428.0227082,96.70706415,39.03431038,13.21990685,38.53698039,8.684159364,6.193781264,177.9972313,440.7537521,98.40489318,40.58571961,9.555781906,11.01202551,1.381929793,1.204565892,0,0,0,0,0,0,0,0,0,model4,1,1.275958268,8,none,0,54,81
28,10/8/2015,277,169.4478459,459.4630494,101.0137371,37.7216548,14.42153146,49.90937225,9.625211315,5.305597531,175.7182946,444.8092797,98.98696047,40.09628182,10.05336232,13.69671874,1.779050104,1.777304909,0,0,0,0,0,0,0,0,0,model4,1,1.258212266,8,none,0,55,80
28,10/9/2015,278,170.4648763,450.0511887,101.291169,38.65097357,16.33537336,47.79863291,9.814050013,5.615551541,171.9857991,445.779057,99.72886362,39.80224929,6.753115971,13.90162958,1.819509861,1.890190036,0,0,0,0,0,0,0,0,0,model4,1,1.240713075,8,none,0,56,79
28,10/10/2015,279,167.4631089,456.3941999,97.66649764,38.92102704,10.19225421,45.57821689,9.939849617,3.902923114,168.6952915,450.1679954,99.28971072,39.19504081,1.266349321,12.85525089,2.031855461,1.464672806,0,0,0,0,0,0,0,0,0,model4,1,1.223457262,9,none,0,57,78
28,10/11/2015,280,172.1459495,454.0925778,98.37597244,41.59240413,11.57163792,45.81781679,7.151954884,5.484213582,169.6000373,449.6047448,99.01088808,39.18407398,1.808127357,12.54399391,2.045066849,1.441747451,0,0,0,0,0,0,0,0,0,model4,1,1.206441443,9,none,0,58,77
28,10/12/2015,281,174.5911444,461.6133342,99.64907731,40.67541185,12.23942043,41.50178662,7.398967984,6.21938385,170.822585,456.32287,99.59929071,39.51229428,2.704499769,4.532190833,1.588850701,1.579363759,0,0,0,0,0,0,0,0,0,model4,1,1.189662279,9,none,0,59,76
28,10/13/2015,282,170.7874379,443.2098515,101.4652479,40.42450178,17.41301031,46.09178019,10.17010154,4.699307851,171.0905034,453.0722304,99.68959287,40.05286367,2.598542975,6.917735431,1.698392728,1.23917472,0,0,0,0,0,60,0,0,0,model4,1,1.17311648,9,none,0,60,75
28,10/14/2015,283,162.5915709,455.1397811,101.0392727,41.58287562,17.37787991,43.24891313,7.224170556,4.079007546,169.5158423,454.0899489,99.6392136,40.63924408,4.648988054,6.734047299,1.641801637,1.095290683,0,0,0,0,0,0,0,0,0,model4,1,1.156800799,9,none,0,61,74
